Giá,Khoảng giá min,Khoảng giá max,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Loại xe,Dung tích xe,Xuất xứ,Chênh lệch giá
29.5,24.5,28.77,Honda,Vision,2021,9000,Tay ga,100 - 175 cc,Nhật Bản,4.27
10.0,6.9,8.1,Piaggio,LX,2011,37000,Tay ga,100 - 175 cc,Đang cập nhật,1.1999999999999993
15.0,14.53,17.05,Yamaha,Exciter,2013,1000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
19.8,16.83,19.75,Honda,Vision,2016,0,Tay ga,100 - 175 cc,Nhật Bản,2.9200000000000017
2000.0,244.19,286.66,Yamaha,YAZ,2016,20,Tay côn/Moto,100 - 175 cc,Đang cập nhật,42.47000000000003
44.0,38.7,45.44,Honda,Lead,2024,8,Tay ga,100 - 175 cc,Việt Nam,6.739999999999995
61.0,14.53,17.05,Honda,PS,2012,61325,Tay ga,100 - 175 cc,Nước khác,2.5200000000000014
6.0,14.53,17.05,Yamaha,Dòng khác,2002,94000,Tay ga,100 - 175 cc,Nhật Bản,2.5200000000000014
16.0,11.43,13.42,Honda,Wave,2020,12345,Xe số,100 - 175 cc,Nhật Bản,1.9900000000000002
5.5,9.23,10.84,Honda,Dream,2002,12453,Xe số,50 - 100 cc,Đài Loan,1.6099999999999994
38.0,49.2,57.76,Piaggio,Vespa,trước năm 1980,100000,Tay côn/Moto,100 - 175 cc,Nước khác,8.559999999999995
9.9,8.28,9.72,Yamaha,Sirius,2017,58000,Xe số,100 - 175 cc,Việt Nam,1.4400000000000013
155.0,109.65,128.72,Honda,SH,2012,68686,Tay ga,100 - 175 cc,Nước khác,19.069999999999993
7.6,14.53,17.05,Yamaha,Exciter,2013,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
52.5,52.32,61.42,Piaggio,Sprint,2020,20000,Tay ga,100 - 175 cc,Đang cập nhật,9.100000000000001
80.0,26.85,31.52,Yamaha,Dòng khác,2019,10000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,4.669999999999998
6.0,4.08,4.79,Hãng khác,Dòng khác,1999,30000,Xe số,100 - 175 cc,Trung Quốc,0.71
18.0,14.97,17.58,Honda,67,2020,1111,Tay côn/Moto,Dưới 50 cc,Việt Nam,2.6099999999999977
90.0,17.72,20.8,Honda,Dòng khác,2020,10000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,3.080000000000002
99.0,14.53,17.05,Hãng khác,1199 panigale,2014,10000,Tay côn/Moto,Trên 175 cc,Nước khác,2.5200000000000014
35.0,33.74,39.61,Honda,SH Mode,2017,35000,Tay ga,100 - 175 cc,Đang cập nhật,5.869999999999997
29.9,17.23,20.23,Piaggio,Vespa,2014,20000,Tay ga,100 - 175 cc,Việt Nam,3.0
150.0,95.08,111.62,Honda,SH,2010,41895,Tay ga,100 - 175 cc,Nước khác,16.540000000000006
12.5,13.32,15.63,Honda,Dylan,2006,50000,Tay ga,100 - 175 cc,Nước khác,2.3100000000000005
19.25,14.49,17.01,Honda,Winner,2018,82405,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
14.2,13.06,15.34,Suzuki,Epicuro,2001,50000,Tay ga,100 - 175 cc,Nước khác,2.2799999999999994
16.0,15.17,17.81,Yamaha,Exciter,2015,123456,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.639999999999999
18.0,14.39,16.89,SYM,Wolf,2015,50000,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.5
110.0,9.94,11.67,Honda,Dòng khác,trước năm 1980,9999,Tay côn/Moto,Trên 175 cc,Nhật Bản,1.7300000000000004
47.0,36.71,43.1,Honda,Air Blade,2023,16000,Tay ga,100 - 175 cc,Việt Nam,6.390000000000001
15.0,17.41,20.44,Honda,Dream,1998,30000,Xe số,100 - 175 cc,Đang cập nhật,3.030000000000001
14.5,11.69,13.72,Honda,Wave,2019,50000,Xe số,100 - 175 cc,Việt Nam,2.030000000000001
62.0,55.9,65.62,Honda,SH,2017,500,Tay ga,100 - 175 cc,Việt Nam,9.720000000000006
21.0,23.57,27.68,Honda,Dream,2022,2000,Xe số,100 - 175 cc,Nhật Bản,4.109999999999999
73.5,74.3,87.23,Honda,SH,2022,6000,Tay ga,100 - 175 cc,Nhật Bản,12.930000000000007
100.0,74.3,87.23,Honda,SH,2022,5000,Tay ga,100 - 175 cc,Việt Nam,12.930000000000007
35.0,27.84,32.68,Honda,Vision,2023,1900,Tay ga,Không biết rõ,Đang cập nhật,4.84
9.0,9.12,10.71,Hãng khác,Dòng khác,2019,21000,Xe số,Dưới 50 cc,Việt Nam,1.5900000000000016
85.0,95.08,111.62,Honda,SH,2010,20000,Tay ga,100 - 175 cc,Nước khác,16.540000000000006
28.5,26.16,30.71,Yamaha,Exciter,2021,4000,Xe số,100 - 175 cc,Việt Nam,4.550000000000001
10.0,10.9,12.8,Honda,Vision,2013,0,Tay ga,50 - 100 cc,Việt Nam,1.9000000000000004
12.5,11.78,13.83,Honda,Future,2012,40000,Xe số,100 - 175 cc,Nhật Bản,2.0500000000000007
11.0,8.93,10.49,Yamaha,Sirius,2018,100000,Xe số,100 - 175 cc,Nhật Bản,1.5600000000000005
3.6,6.41,7.52,Yamaha,Mio,2011,11000,Tay ga,100 - 175 cc,Nhật Bản,1.1099999999999994
62.0,55.9,65.62,Honda,SH,2017,50000,Tay ga,100 - 175 cc,Việt Nam,9.720000000000006
19.0,17.08,20.05,Honda,Winner X,2020,31000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.9700000000000024
82.0,37.2,43.67,Honda,Dòng khác,1997,68686,Tay côn/Moto,Trên 175 cc,Nhật Bản,6.469999999999999
11.0,12.64,14.84,Honda,Air Blade,2010,92581,Tay ga,100 - 175 cc,Việt Nam,2.1999999999999993
3.5,9.54,11.2,Honda,Wave,2016,39200,Xe số,100 - 175 cc,Việt Nam,1.6600000000000001
32.0,26.49,31.09,Honda,PCX,2016,32000,Tay ga,100 - 175 cc,Việt Nam,4.600000000000001
41.0,38.82,45.57,Honda,SH,2015,9999,Tay ga,100 - 175 cc,Việt Nam,6.75
22.0,19.29,22.64,Suzuki,Satria,2018,9999,Xe số,100 - 175 cc,Nhật Bản,3.3500000000000014
3.5,13.8,16.21,Honda,Dream,2004,39700,Xe số,100 - 175 cc,Việt Nam,2.41
8.0,14.53,17.05,Suzuki,Dòng khác,1995,20000,Xe số,50 - 100 cc,Nhật Bản,2.5200000000000014
2.5,12.98,15.24,Honda,Future,2015,36100,Xe số,100 - 175 cc,Việt Nam,2.26
3.1,13.8,16.21,Honda,Dream,2004,36700,Xe số,100 - 175 cc,Đài Loan,2.41
15.8,13.96,16.39,Honda,Winner,2016,70000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.4299999999999997
73.0,70.02,82.2,Honda,SH,2021,16000,Tay ga,100 - 175 cc,Đang cập nhật,12.180000000000007
4.8,4.16,4.89,Yamaha,Nouvo,2011,11810,Tay ga,100 - 175 cc,Trung Quốc,0.7299999999999995
30.0,24.5,28.77,Honda,Vision,2021,350000,Tay ga,100 - 175 cc,Việt Nam,4.27
22.0,16.31,19.15,Honda,Winner X,2019,55000,Xe số,100 - 175 cc,Việt Nam,2.84
2.5,13.8,16.21,Honda,Dream,2004,36400,Xe số,100 - 175 cc,Việt Nam,2.41
25.0,15.9,18.67,Honda,Dream,1997,19900,Xe số,50 - 100 cc,Thái Lan,2.7700000000000014
55.5,32.91,38.64,Honda,Click,2020,16789,Tay ga,100 - 175 cc,Thái Lan,5.730000000000004
13.6,9.85,11.56,Honda,Air Blade,2011,45000,Tay ga,100 - 175 cc,Việt Nam,1.7100000000000009
2.99,4.6,5.4,Yamaha,Nouvo,2020,6001,Tay ga,100 - 175 cc,Việt Nam,0.8000000000000007
3.0,3.34,3.92,Yamaha,Nouvo,2019,6089,Tay ga,100 - 175 cc,Việt Nam,0.5800000000000001
19.5,17.87,20.98,Yamaha,Freego,2019,37800,Tay ga,100 - 175 cc,Đang cập nhật,3.1099999999999994
22.000008,20.85,24.48,Honda,Future,2019,28000,Xe số,100 - 175 cc,Việt Nam,3.629999999999999
3.5,17.41,20.44,Honda,Dream,1998,39500,Xe số,100 - 175 cc,Nhật Bản,3.030000000000001
17.5,14.15,16.61,Honda,Future,2000,52000,Xe số,100 - 175 cc,Thái Lan,2.459999999999999
2.9,14.53,17.05,Honda,67,2004,39700,Xe số,Dưới 50 cc,Nhật Bản,2.5200000000000014
30.0,30.27,35.53,Honda,CG125Fi,2021,25000,Tay côn/Moto,100 - 175 cc,Trung Quốc,5.260000000000002
4.5,6.99,8.21,Honda,Wave,2012,26900,Xe số,100 - 175 cc,Việt Nam,1.2200000000000006
70.0,57.96,68.03,Honda,SH,2018,200000,Tay ga,100 - 175 cc,Việt Nam,10.07
2.9,7.02,8.24,Honda,Cub,1981,39700,Xe số,Dưới 50 cc,Nhật Bản,1.2200000000000006
19.0,11.78,13.83,Honda,Future,2012,34000,Xe số,100 - 175 cc,Việt Nam,2.0500000000000007
17.5,33.66,39.52,Honda,Dòng khác,2019,12000,Tay ga,Dưới 50 cc,Nhật Bản,5.8600000000000065
5.5,4.14,4.86,Yamaha,Dòng khác,2006,8,Tay ga,100 - 175 cc,Nước khác,0.7200000000000006
32.0,19.85,23.3,Honda,Sonic,2018,4000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,3.4499999999999993
123.0,74.21,87.11,Honda,SH,2023,0,Tay ga,Trên 175 cc,Việt Nam,12.900000000000006
23.0,13.96,16.39,Honda,Winner,2016,87000,Xe số,100 - 175 cc,Việt Nam,2.4299999999999997
45.0,24.18,28.39,Piaggio,Liberty,2022,13000,Tay ga,100 - 175 cc,Đang cập nhật,4.210000000000001
33.0,79.14,92.9,Honda,CB,2021,55000,Tay côn/Moto,100 - 175 cc,Nước khác,13.760000000000005
85.0,3.76,4.41,Hãng khác,Dòng khác,2000,1000,Tay côn/Moto,100 - 175 cc,Việt Nam,0.6500000000000004
2.5,4.08,4.78,Honda,Dream,2018,39500,Xe số,100 - 175 cc,Việt Nam,0.7000000000000002
8.5,9.86,11.57,Yamaha,Sirius,2020,75000,Xe số,100 - 175 cc,Việt Nam,1.7100000000000009
2.5,10.4,12.2,Honda,Wave,2018,39100,Xe số,100 - 175 cc,Việt Nam,1.799999999999999
15.5,14.65,17.2,Yamaha,Sirius,2024,9000,Xe số,100 - 175 cc,Đang cập nhật,2.549999999999999
150.0,62.14,72.95,Honda,SH,2019,1000,Tay ga,Trên 175 cc,Nước khác,10.810000000000002
18.5,15.19,17.83,Honda,Air Blade,2014,30000,Tay ga,100 - 175 cc,Việt Nam,2.639999999999999
4.0,3.73,4.38,SYM,Attila,2012,51943,Tay ga,100 - 175 cc,Việt Nam,0.6499999999999999
4.9,7.9,9.27,Yamaha,Sirius,2016,39400,Xe số,100 - 175 cc,Việt Nam,1.3699999999999992
11.5,5.41,6.35,Yamaha,Mio,2006,123,Tay ga,100 - 175 cc,Đang cập nhật,0.9399999999999995
26.0,19.81,23.26,Yamaha,Exciter,2019,5900,Tay côn/Moto,100 - 175 cc,Nước khác,3.450000000000003
5.9,4.85,5.69,Piaggio,Fly,2012,65000,Tay ga,100 - 175 cc,Việt Nam,0.8400000000000007
46.8,6.56,7.7,Honda,Dream,2025,86863,Xe số,100 - 175 cc,Nhật Bản,1.1400000000000006
36.0,30.2,35.45,Honda,Vario,2019,32000,Tay ga,100 - 175 cc,Nước khác,5.2500000000000036
21.5,18.56,21.79,Honda,Vision,2018,10000,Tay ga,100 - 175 cc,Việt Nam,3.2300000000000004
2.5,10.4,12.2,Honda,Wave,2018,39700,Xe số,100 - 175 cc,Việt Nam,1.799999999999999
33.5,33.69,39.55,Honda,SH,2007,55555,Tay ga,100 - 175 cc,Đang cập nhật,5.859999999999999
8.5,8.92,10.47,Honda,Cub,1996,99999,Xe số,Dưới 50 cc,Việt Nam,1.5500000000000007
3.0,14.05,16.49,Honda,Dream,2020,10000,Xe số,50 - 100 cc,Việt Nam,2.4399999999999977
36.3,31.97,37.53,Honda,Vario,2020,64000,Tay ga,100 - 175 cc,Đang cập nhật,5.560000000000002
31.0,40.54,47.59,Honda,Vario,2018,70000,Tay ga,100 - 175 cc,Việt Nam,7.050000000000004
12.5,8.51,9.99,Honda,Dylan,2004,50000,Tay ga,100 - 175 cc,Nhật Bản,1.4800000000000004
12.0,9.06,10.64,Honda,Air Blade,2012,40987,Tay ga,100 - 175 cc,Việt Nam,1.58
38.0,14.53,17.05,Piaggio,GT,2010,19000,Tay ga,100 - 175 cc,Nước khác,2.5200000000000014
16.0,9.23,10.84,Honda,Dream,2002,33333,Xe số,100 - 175 cc,Việt Nam,1.6099999999999994
3.7,14.53,17.05,SYM,Enjoy,2009,12345,Tay ga,100 - 175 cc,Đài Loan,2.5200000000000014
76.0,62.14,72.95,Honda,SH,2019,26000,Tay ga,100 - 175 cc,Việt Nam,10.810000000000002
2.9,3.15,3.69,Yamaha,Nouvo,2008,12345,Tay ga,100 - 175 cc,Đài Loan,0.54
128.0,66.96,78.61,Honda,SH,2009,35000,Tay ga,100 - 175 cc,Nhật Bản,11.650000000000006
37.5,29.9,35.1,Honda,Air Blade,2020,27000,Tay ga,100 - 175 cc,Việt Nam,5.200000000000003
14.0,15.97,18.75,Honda,Air Blade,2015,100000,Tay ga,100 - 175 cc,Việt Nam,2.7799999999999994
26.0,14.53,17.05,Honda,Rebel,2012,13000,Xe số,100 - 175 cc,Nhật Bản,2.5200000000000014
17.5,18.56,21.79,Honda,Vision,2018,32000,Tay ga,100 - 175 cc,Nhật Bản,3.2300000000000004
11.0,14.49,17.01,Honda,Winner,2018,15000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
10.5,10.85,12.74,Suzuki,Raider,2014,55000,Tay côn/Moto,100 - 175 cc,Nhật Bản,1.8900000000000006
2.5,11.43,13.42,Honda,Wave,2020,36900,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
19.2,15.19,17.83,Honda,Air Blade,2014,10000,Tay ga,100 - 175 cc,Việt Nam,2.639999999999999
12.0,15.9,18.67,Honda,Dream,1997,1000,Xe số,100 - 175 cc,Nhật Bản,2.7700000000000014
3.6,3.73,4.38,SYM,Attila,2012,50000,Tay ga,100 - 175 cc,Đài Loan,0.6499999999999999
9.5,11.08,13.01,Honda,Cub,2019,9000,Xe số,50 - 100 cc,Nhật Bản,1.9299999999999997
10.8,7.87,9.24,Honda,Lead,2012,68686,Tay ga,100 - 175 cc,Việt Nam,1.37
21.0,21.0,24.66,Honda,Air Blade,2017,39,Tay ga,100 - 175 cc,Đang cập nhật,3.66
13.0,11.43,13.42,Honda,Wave,2020,70000,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
3.3,3.15,3.69,Yamaha,Nouvo,2008,12345,Tay ga,100 - 175 cc,Đài Loan,0.54
4.6,6.41,7.52,Yamaha,Mio,2011,12345,Tay ga,100 - 175 cc,Nhật Bản,1.1099999999999994
11.0,14.32,16.81,Honda,Future,2001,55000,Xe số,100 - 175 cc,Việt Nam,2.4899999999999984
16.5,14.21,16.68,Yamaha,Janus,2019,31000,Tay ga,100 - 175 cc,Việt Nam,2.469999999999999
16.5,14.49,17.01,Honda,Winner,2018,25000,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.5200000000000014
51.9,43.97,51.62,Piaggio,Vespa,2020,19000,Tay ga,100 - 175 cc,Việt Nam,7.649999999999999
7.8,11.85,13.92,Honda,Lead,2013,57567,Tay ga,100 - 175 cc,Việt Nam,2.0700000000000003
2.0,17.63,20.69,Honda,Winner X,2021,500000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.0600000000000023
76.0,57.96,68.03,Honda,SH,2018,52000,Tay ga,100 - 175 cc,Việt Nam,10.07
1.0,6.33,7.43,Yamaha,Nouvo,2018,6000,Tay ga,100 - 175 cc,Việt Nam,1.0999999999999996
3.5,6.48,7.61,Yamaha,Sirius,2010,39700,Xe số,100 - 175 cc,Việt Nam,1.13
13.8,19.71,23.14,Honda,Lead,2017,400000,Tay ga,100 - 175 cc,Việt Nam,3.4299999999999997
21.0,14.53,17.05,Hãng khác,Dòng khác,2014,23000,Tay côn/Moto,100 - 175 cc,Trung Quốc,2.5200000000000014
140.0,95.08,111.62,Honda,SH,2010,11000,Tay ga,100 - 175 cc,Nước khác,16.540000000000006
3.2,2.46,2.89,Yamaha,Nouvo,2005,32543,Tay ga,100 - 175 cc,Đang cập nhật,0.43000000000000016
7.2,6.77,7.94,Honda,Wave,2008,1000,Xe số,50 - 100 cc,Việt Nam,1.1700000000000008
13.0,14.11,16.56,Honda,Dream,1995,56000,Xe số,50 - 100 cc,Thái Lan,2.4499999999999993
29.0,26.21,30.77,Yamaha,PG-1,2024,4500,Xe số,100 - 175 cc,Việt Nam,4.559999999999999
4.2,4.21,4.94,Suzuki,Hayate,2012,75000,Tay ga,100 - 175 cc,Nhật Bản,0.7300000000000004
5.6,5.44,6.38,Yamaha,Mio,2004,12345,Tay ga,50 - 100 cc,Đang cập nhật,0.9399999999999995
7.5,7.57,8.89,Honda,Air Blade,2008,100000,Tay ga,100 - 175 cc,Nước khác,1.3200000000000003
15.0,14.08,16.52,Hãng khác,Candy S,2021,10954,Tay ga,Dưới 50 cc,Đài Loan,2.4399999999999995
33.0,28.14,33.03,Yamaha,TFX,2017,36406,Tay côn/Moto,100 - 175 cc,Đang cập nhật,4.890000000000001
36.0,26.31,30.89,Yamaha,YB125,2019,12000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,4.580000000000002
21.5,18.68,21.93,Honda,PS,2008,20000,Tay ga,100 - 175 cc,Nhật Bản,3.25
20.0,23.92,28.08,Piaggio,GTS,2014,70000,Tay ga,100 - 175 cc,Nước khác,4.159999999999997
30.0,20.16,23.67,Suzuki,Satria,2019,18000,Tay côn/Moto,100 - 175 cc,Nước khác,3.5100000000000016
27.0,11.97,14.05,Hãng khác,Dòng khác,2023,5500,Tay côn/Moto,100 - 175 cc,Việt Nam,2.08
8.9,9.74,11.44,Piaggio,Vespa,2013,28000,Tay ga,100 - 175 cc,Việt Nam,1.6999999999999993
8.5,82.03,96.3,Honda,Dòng khác,1992,99999,Tay ga,Dưới 50 cc,Đang cập nhật,14.269999999999996
40.5,32.36,37.99,Honda,Air Blade,2021,4100,Tay ga,100 - 175 cc,Việt Nam,5.630000000000003
22.5,4.87,5.71,Hãng khác,Dòng khác,1998,70000,Tay côn/Moto,100 - 175 cc,Hàn Quốc,0.8399999999999999
40.0,29.51,34.64,Yamaha,Exciter,2024,15000,Tay côn/Moto,100 - 175 cc,Việt Nam,5.129999999999999
10.0,7.34,8.61,Honda,Lead,2011,25000,Tay ga,50 - 100 cc,Việt Nam,1.2699999999999996
9e-06,74.3,87.23,Honda,SH,2022,4000,Tay ga,100 - 175 cc,Việt Nam,12.930000000000007
10.0,13.32,15.64,Suzuki,Dòng khác,2013,20000,Tay ga,100 - 175 cc,Nhật Bản,2.3200000000000003
3.9,5.12,6.01,Yamaha,Sirius,2002,12345,Xe số,100 - 175 cc,Nhật Bản,0.8899999999999997
14.5,14.19,16.66,Honda,Wave,2023,22320,Xe số,100 - 175 cc,Việt Nam,2.4700000000000006
18.0,20.65,24.24,Honda,Sonic,2019,270000,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.59
7.3,8.81,10.34,Yamaha,Nozza,2013,44,Tay ga,100 - 175 cc,Đang cập nhật,1.5299999999999994
10.8,13.6,15.96,Honda,Air Blade,2013,36,Tay ga,100 - 175 cc,Đang cập nhật,2.360000000000001
16.8,18.07,21.22,Yamaha,FZ,2017,40000,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.1499999999999986
66.0,33.66,39.52,Honda,Dòng khác,2019,11000,Tay ga,100 - 175 cc,Thái Lan,5.8600000000000065
13.5,15.31,17.98,Honda,Lead,2014,123456,Tay ga,100 - 175 cc,Việt Nam,2.67
25.0,23.44,27.52,Honda,Winner X,2022,23000,Tay côn/Moto,100 - 175 cc,Nhật Bản,4.079999999999998
2.9,2.74,3.21,SYM,Attila,2007,31576,Tay ga,100 - 175 cc,Đang cập nhật,0.46999999999999975
55.5,22.33,26.21,Honda,Spacy,2001,34567,Tay ga,100 - 175 cc,Nhật Bản,3.8800000000000026
70.0,62.14,72.95,Honda,SH,2019,36000,Tay ga,100 - 175 cc,Việt Nam,10.810000000000002
27.0,23.51,27.6,Honda,Future,2021,20000,Xe số,100 - 175 cc,Đang cập nhật,4.09
9.5,8.66,10.17,Honda,Air Blade,2009,950000,Tay ga,100 - 175 cc,Việt Nam,1.5099999999999998
97.5,39.17,45.99,Honda,CBR,2022,12000,Tay côn/Moto,Trên 175 cc,Việt Nam,6.82
28.5,22.96,26.96,Hãng khác,Django,2018,11000,Tay ga,100 - 175 cc,Nước khác,4.0
45.6,13.06,15.34,Suzuki,Epicuro,2001,50,Tay ga,100 - 175 cc,Nhật Bản,2.2799999999999994
3.5,14.53,17.05,SYM,Elizabeth,2009,12345,Tay ga,100 - 175 cc,Đài Loan,2.5200000000000014
25.5,24.11,28.3,Honda,Lead,2019,39500,Tay ga,100 - 175 cc,Việt Nam,4.190000000000001
15.0,13.96,16.39,Honda,Winner,2016,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.4299999999999997
9.0,8.92,10.47,Honda,Cub,1996,60000,Xe số,Dưới 50 cc,Đang cập nhật,1.5500000000000007
6.0,15.19,17.83,Honda,Air Blade,2014,370000,Tay ga,100 - 175 cc,Việt Nam,2.639999999999999
29.5,24.46,28.71,Honda,Future,2011,35000,Xe số,100 - 175 cc,Việt Nam,4.25
76.0,62.14,72.95,Honda,SH,2019,26000,Tay ga,100 - 175 cc,Việt Nam,10.810000000000002
7.8,7.14,8.38,Hãng khác,Dòng khác,2019,228465,Xe số,Dưới 50 cc,Việt Nam,1.240000000000001
3.0,14.53,17.05,Piaggio,Fly,2007,100000,Tay ga,100 - 175 cc,Việt Nam,2.5200000000000014
3.68,26.94,31.63,Honda,Future,2008,3,Xe số,100 - 175 cc,Hàn Quốc,4.689999999999998
3.5,3.28,3.85,SYM,Elizabeth,2009,32516,Tay ga,100 - 175 cc,Đang cập nhật,0.5700000000000003
3.8,3.5,4.11,Suzuki,Hayate,2011,51,Tay ga,100 - 175 cc,Đang cập nhật,0.6100000000000003
4.4,18.33,21.52,Yamaha,Mio,2021,12345,Tay ga,100 - 175 cc,Nhật Bản,3.1900000000000013
2.5,11.43,13.42,Honda,Wave,2020,34900,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
11.0,7.37,8.65,Honda,Wave,2013,40000,Xe số,100 - 175 cc,Đang cập nhật,1.2800000000000002
15.0,15.97,18.75,Honda,Air Blade,2015,26000,Tay ga,100 - 175 cc,Đang cập nhật,2.7799999999999994
6.5,5.29,6.21,Yamaha,Luvias,2010,70000,Tay ga,100 - 175 cc,Việt Nam,0.9199999999999999
25.0,6.63,7.78,Honda,Dream,2009,30000,Xe số,100 - 175 cc,Việt Nam,1.1500000000000004
18.5,15.3,17.96,SYM,Husky,2018,29000,Tay côn/Moto,100 - 175 cc,Đài Loan,2.66
12.0,13.84,16.25,Yamaha,Janus,2018,55000,Tay ga,100 - 175 cc,Việt Nam,2.41
50.0,72.29,84.86,Hãng khác,Ninja,2018,40000,Tay côn/Moto,Trên 175 cc,Nước khác,12.569999999999993
37.0,36.61,42.98,Piaggio,Vespa,2018,30000,Tay ga,100 - 175 cc,Việt Nam,6.369999999999997
18.0,19.81,23.26,Yamaha,Exciter,2019,43000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,3.450000000000003
9.0,7.21,8.46,Honda,Wave,2007,20000,Xe số,100 - 175 cc,Việt Nam,1.2500000000000009
5.6,14.53,17.05,Honda,Spacy,2016,34706,Tay ga,100 - 175 cc,Nhật Bản,2.5200000000000014
13.0,13.84,16.25,Yamaha,Janus,2018,50000,Tay ga,100 - 175 cc,Việt Nam,2.41
3.9,6.78,7.96,Honda,Wave,2009,32700,Xe số,100 - 175 cc,Việt Nam,1.1799999999999997
14.0,13.84,16.25,Yamaha,Janus,2018,24000,Tay ga,100 - 175 cc,Nhật Bản,2.41
29.5,24.46,28.71,Honda,Future,2011,78000,Xe số,100 - 175 cc,Việt Nam,4.25
1.4,13.65,16.02,Yamaha,Grande,2015,42000,Tay ga,100 - 175 cc,Việt Nam,2.369999999999999
3.5,6.78,7.96,Honda,Wave,2009,1,Xe số,100 - 175 cc,Hàn Quốc,1.1799999999999997
15.5,14.65,17.2,Yamaha,Sirius,2024,9000,Xe số,100 - 175 cc,Việt Nam,2.549999999999999
55.0,54.28,63.72,Hãng khác,Bullet 500,2018,18000,Tay côn/Moto,Trên 175 cc,Nước khác,9.439999999999998
32.0,29.9,35.1,Honda,Air Blade,2020,13000,Tay ga,100 - 175 cc,Việt Nam,5.200000000000003
48.8,36.61,42.98,Piaggio,Vespa,2018,2222,Tay ga,100 - 175 cc,Nước khác,6.369999999999997
38.0,36.71,43.1,Honda,Air Blade,2023,25000,Tay ga,100 - 175 cc,Việt Nam,6.390000000000001
6.868,7.57,8.89,Honda,Air Blade,2008,6868,Tay ga,100 - 175 cc,Nhật Bản,1.3200000000000003
15.5,14.32,16.81,Honda,Future,2001,50000,Xe số,100 - 175 cc,Thái Lan,2.4899999999999984
9.0,14.53,17.05,Hãng khác,VS125,1998,30000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.5200000000000014
4.0,6.78,7.96,Honda,Wave,2009,2222,Xe số,100 - 175 cc,Trung Quốc,1.1799999999999997
20.0,13.65,16.03,Honda,Wave,2021,10000,Xe số,100 - 175 cc,Đang cập nhật,2.380000000000001
29.0,39.43,46.29,Honda,CD,trước năm 1980,9999,Tay côn/Moto,100 - 175 cc,Nhật Bản,6.859999999999999
27.25,17.700000000000003,20.23,Piaggio,Vespa,2014,2500,Tay ga,100 - 175 cc,Việt Nam,2.5299999999999976
9.0,6.13,7.2,Yamaha,Sirius,2008,100000,Xe số,100 - 175 cc,Việt Nam,1.0700000000000003
15.0,14.19,16.66,Honda,Wave,2023,19000,Xe số,100 - 175 cc,Việt Nam,2.4700000000000006
6.5,3.35,3.93,Hãng khác,Dòng khác,2009,658099,Xe số,100 - 175 cc,Trung Quốc,0.5800000000000001
2.8,3.51,4.12,Hãng khác,Dòng khác,2002,1500,Xe số,50 - 100 cc,Trung Quốc,0.6100000000000003
28.0,26.21,30.77,Yamaha,PG-1,2024,1000,Xe số,100 - 175 cc,Việt Nam,4.559999999999999
2.5,18.04,21.18,Honda,Dream,2012,36200,Xe số,100 - 175 cc,Việt Nam,3.1400000000000006
3.3,8.65,10.15,Honda,Wave,2015,32000,Xe số,Dưới 50 cc,Đài Loan,1.5
25.0,14.53,17.05,Honda,PS,2018,30000,Tay ga,100 - 175 cc,Nhật Bản,2.5200000000000014
14.0,14.95,17.54,Yamaha,Exciter,2016,65000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.59
5.0,9.54,11.2,Honda,Wave,2016,99999,Xe số,100 - 175 cc,Hàn Quốc,1.6600000000000001
25.5,24.1,28.29,Honda,Air Blade,2019,38000,Tay ga,100 - 175 cc,Đang cập nhật,4.189999999999998
20.0,3.68,4.32,Hãng khác,Dòng khác,2010,90000,Tay ga,100 - 175 cc,Thái Lan,0.6400000000000001
5.3,6.13,7.2,Yamaha,Nouvo,2013,30,Tay ga,100 - 175 cc,Nhật Bản,1.0700000000000003
30.5,13.8,16.2,Honda,@,2022,32000,Tay ga,100 - 175 cc,Đang cập nhật,2.3999999999999986
26.5,20.16,23.67,Suzuki,Satria,2019,58000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,3.5100000000000016
