Giá,Khoảng giá min,Khoảng giá max,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Loại xe,Dung tích xe,Xuất xứ,Chênh lệch giá
6.0,6.77,7.94,Honda,Wave,2008,25000,Xe số,100 - 175 cc,Trung Quốc,1.1700000000000008
6.0,6.41,7.52,Yamaha,Mio,2011,55555,Tay ga,50 - 100 cc,Đang cập nhật,1.1099999999999994
12.0,13.75,16.14,Honda,Winner,2017,0,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.3900000000000006
2.6,3.28,3.85,Suzuki,Hayate,2008,9999,Tay ga,50 - 100 cc,Đang cập nhật,0.5700000000000003
15.5,16.76,19.67,Yamaha,Exciter,2018,40000,Xe số,100 - 175 cc,Nhật Bản,2.91
39.0,29.9,35.1,Honda,Air Blade,2020,40299,Tay ga,100 - 175 cc,Việt Nam,5.200000000000003
8.45,8.5,9.98,Suzuki,Xbike,2012,7899,Xe số,100 - 175 cc,Việt Nam,1.4800000000000004
33.5,30.2,35.45,Honda,Vario,2019,44000,Tay ga,100 - 175 cc,Nước khác,5.2500000000000036
1.8,2.46,2.89,Yamaha,Nouvo,2005,898989,Tay ga,100 - 175 cc,Việt Nam,0.43000000000000016
4.3,3.78,4.44,Hãng khác,Dòng khác,2008,683598,Xe số,100 - 175 cc,Trung Quốc,0.6600000000000006
2.7,6.37,7.48,Yamaha,Sirius,2011,100000,Xe số,100 - 175 cc,Trung Quốc,1.1100000000000003
31.5,29.53,34.66,Honda,Vision,2024,6000,Tay ga,100 - 175 cc,Việt Nam,5.1299999999999955
5.0,9.23,10.84,Honda,Dream,2002,20,Xe số,50 - 100 cc,Trung Quốc,1.6099999999999994
3.5,10.0,11.74,Honda,Wave,2017,10000,Xe số,50 - 100 cc,Việt Nam,1.7400000000000002
45.0,38.82,45.57,Honda,SH,2015,270000,Tay ga,100 - 175 cc,Việt Nam,6.75
16.5,13.75,16.14,Honda,Winner,2017,40000,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.3900000000000006
7.2,6.13,7.2,Yamaha,Nouvo,2013,42000,Tay ga,100 - 175 cc,Nhật Bản,1.0700000000000003
8.3,6.76,7.94,Honda,Wave,2011,99000,Xe số,100 - 175 cc,Việt Nam,1.1800000000000006
25.0,17.58,20.64,Suzuki,Raider,2018,25000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.0600000000000023
60.0,25.54,29.98,Honda,Future,2010,21000,Xe số,50 - 100 cc,Thái Lan,4.440000000000001
4.5,6.48,7.61,Yamaha,Sirius,2010,100,Xe số,50 - 100 cc,Việt Nam,1.13
4.8,8.96,10.51,Honda,Dream,2005,334976,Xe số,100 - 175 cc,Trung Quốc,1.549999999999999
65.0,41.61,48.85,Yamaha,Exciter,2010,62000,Tay côn/Moto,100 - 175 cc,Thái Lan,7.240000000000002
5.0,4.96,5.83,SYM,Elizabeth,2014,55000,Tay ga,100 - 175 cc,Đài Loan,0.8700000000000001
21.5,17.08,20.05,Honda,Winner X,2020,40000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.9700000000000024
350.0,261.28,306.72,Hãng khác,Z1000,2024,163,Tay côn/Moto,Trên 175 cc,Nước khác,45.440000000000055
6.0,41.61,48.85,Yamaha,Exciter,2010,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,7.240000000000002
85.0,74.21,87.11,Honda,SH,2023,19000,Tay ga,100 - 175 cc,Việt Nam,12.900000000000006
3.6,14.53,17.05,Hãng khác,Dòng khác,2025,20000,Xe số,50 - 100 cc,Trung Quốc,2.5200000000000014
4.3,7.97,9.36,Honda,Wave,2014,32000,Xe số,100 - 175 cc,Nhật Bản,1.3899999999999997
5.9,37.2,43.67,Honda,Dòng khác,1997,110,Xe số,50 - 100 cc,Nhật Bản,6.469999999999999
9.0,4.96,5.83,SYM,Elizabeth,2014,55600,Tay ga,100 - 175 cc,Đài Loan,0.8700000000000001
39.0,32.36,37.99,Honda,Air Blade,2021,14000,Tay ga,100 - 175 cc,Việt Nam,5.630000000000003
1.6e-05,13.66,16.04,Yamaha,Exciter,2012,25000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.379999999999999
8.5,6.76,7.94,Honda,Wave,2011,290000,Xe số,100 - 175 cc,Nhật Bản,1.1800000000000006
2.6,7.25,8.51,Yamaha,Sirius,2012,35000,Xe số,100 - 175 cc,Hàn Quốc,1.2599999999999998
30.0,32.03,37.61,Honda,Vario,2021,300000,Tay ga,100 - 175 cc,Việt Nam,5.579999999999998
32.5,27.84,32.68,Honda,Vision,2023,4400,Tay ga,100 - 175 cc,Việt Nam,4.84
9.5,9.5,11.15,Honda,Blade,2018,41449,Xe số,100 - 175 cc,Việt Nam,1.6500000000000004
5.9,8.38,9.83,Honda,Cub,2002,27899,Xe số,50 - 100 cc,Nhật Bản,1.4499999999999993
5.3,5.19,6.09,Piaggio,Vespa,2007,134052,Tay ga,100 - 175 cc,Nước khác,0.8999999999999995
16.5,15.17,17.81,Yamaha,Exciter,2015,130000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.639999999999999
5.5,6.99,8.21,Honda,Wave,2012,347527,Xe số,100 - 175 cc,Việt Nam,1.2200000000000006
4.9,4.51,5.29,SYM,Elegant,2014,999999,Xe số,100 - 175 cc,Nước khác,0.7800000000000002
4.0,11.1,13.03,Honda,Cub,1994,63,Xe số,50 - 100 cc,Nhật Bản,1.9299999999999997
30.0,12.48,14.66,Honda,Wave,2025,55000,Xe số,100 - 175 cc,Việt Nam,2.1799999999999997
4.5,7.97,9.36,Honda,Wave,2014,32000,Xe số,100 - 175 cc,Nhật Bản,1.3899999999999997
45.0,47.37,55.61,Honda,Dòng khác,2021,4500,Tay côn/Moto,100 - 175 cc,Nước khác,8.240000000000002
12.0,14.53,17.05,Hãng khác,Dòng khác,2019,10000,Tay ga,50 - 100 cc,Thái Lan,2.5200000000000014
3.0,11.43,13.42,Honda,Wave,2020,100000,Xe số,50 - 100 cc,Việt Nam,1.9900000000000002
5.0,20.1,23.59,Honda,Future,2006,10000,Xe số,100 - 175 cc,Trung Quốc,3.4899999999999984
17.0,12.05,14.15,Hãng khác,Dòng khác,2024,2239,Tay ga,Dưới 50 cc,Hàn Quốc,2.0999999999999996
33.0,28.2,33.1,Yamaha,Exciter,2023,6200,Tay côn/Moto,100 - 175 cc,Nước khác,4.900000000000002
2.2,6.16,7.23,Hãng khác,Dòng khác,2012,111111,Xe số,100 - 175 cc,Đang cập nhật,1.0700000000000003
147.0,8.35,9.8,Suzuki,Sport / Xipo,2020,10,Xe số,Trên 175 cc,Đang cập nhật,1.450000000000001
0.0405,33.65,39.5,Honda,Air Blade,2022,12000,Tay ga,100 - 175 cc,Việt Nam,5.850000000000001
3.0,22.48,26.39,Hãng khác,Dòng khác,trước năm 1980,50000,Xe số,100 - 175 cc,Trung Quốc,3.91
5.0,3.4,3.99,SYM,Attila,2011,4034,Tay ga,50 - 100 cc,Việt Nam,0.5900000000000003
10.0,3.5,4.11,Suzuki,Hayate,2011,83000,Tay ga,100 - 175 cc,Đang cập nhật,0.6100000000000003
17.5,33.65,39.5,Honda,Air Blade,2022,0,Xe số,100 - 175 cc,Việt Nam,5.850000000000001
8.5,10.0,11.74,Honda,Wave,2017,320000,Xe số,100 - 175 cc,Nhật Bản,1.7400000000000002
26.8,24.11,28.3,Honda,Lead,2019,21,Tay ga,100 - 175 cc,Việt Nam,4.190000000000001
17.0,14.49,17.01,Honda,Winner,2018,32000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
25.0,22.62,26.56,Yamaha,Exciter,2020,58000,Tay côn/Moto,100 - 175 cc,Nước khác,3.9399999999999977
7.0,7.37,8.65,Honda,Wave,2013,100000,Xe số,100 - 175 cc,Việt Nam,1.2800000000000002
32.0,25.22,29.61,Honda,Future,2022,16000,Xe số,100 - 175 cc,Việt Nam,4.390000000000001
34.5,30.2,35.45,Honda,Vario,2019,44000,Tay ga,100 - 175 cc,Việt Nam,5.2500000000000036
10.0,12.64,14.84,Honda,Air Blade,2010,30000,Tay ga,100 - 175 cc,Đang cập nhật,2.1999999999999993
28.0,27.84,32.68,Honda,Vision,2023,19060,Tay ga,100 - 175 cc,Việt Nam,4.84
7.8,6.93,8.14,Yamaha,Sirius,2015,85000,Xe số,100 - 175 cc,Nhật Bản,1.2100000000000009
8.0,30.93,36.31,Honda,Cub,2022,7500,Xe số,50 - 100 cc,Việt Nam,5.380000000000003
21.0,21.0,24.66,Honda,Air Blade,2017,80000,Tay ga,100 - 175 cc,Việt Nam,3.66
30.5,22.84,26.81,Yamaha,Grande,2019,30000,Tay ga,100 - 175 cc,Việt Nam,3.969999999999999
5.4,5.1,5.99,Yamaha,Mio,2009,1111,Tay ga,100 - 175 cc,Nhật Bản,0.8900000000000006
60.0,51.28,60.19,Honda,Vario,2017,39000,Tay ga,100 - 175 cc,Việt Nam,8.909999999999997
50.0,38.1,44.72,Honda,Air Blade,2024,2000,Tay ga,100 - 175 cc,Nhật Bản,6.619999999999997
1.9,9.09,10.66,Yamaha,Dòng khác,2012,80000,Tay ga,100 - 175 cc,Đang cập nhật,1.5700000000000003
85.0,74.21,87.11,Honda,SH,2023,19292,Tay ga,100 - 175 cc,Việt Nam,12.900000000000006
62.0,57.96,68.03,Honda,SH,2018,22000,Tay ga,100 - 175 cc,Việt Nam,10.07
68.0,45.76,53.71,Honda,Click,2017,150000,Tay ga,100 - 175 cc,Việt Nam,7.950000000000003
2.0,3.28,3.85,Suzuki,Hayate,2008,40000,Tay ga,100 - 175 cc,Đang cập nhật,0.5700000000000003
11.0,9.06,10.64,Honda,Air Blade,2012,56000,Tay ga,100 - 175 cc,Việt Nam,1.58
11.0,11.85,13.92,Honda,Lead,2013,60000,Tay ga,100 - 175 cc,Nhật Bản,2.0700000000000003
8.7,6.24,7.33,Honda,Cub,1999,2252,Xe số,Dưới 50 cc,Nhật Bản,1.0899999999999999
17.5,15.94,18.72,Yamaha,Exciter,2011,350000,Xe số,100 - 175 cc,Việt Nam,2.7799999999999994
6.0,5.12,6.01,Yamaha,Jupiter,2003,5000,Xe số,100 - 175 cc,Nhật Bản,0.8899999999999997
4.5,4.21,4.94,Suzuki,Hayate,2012,30000,Tay ga,100 - 175 cc,Nhật Bản,0.7300000000000004
40.0,43.64,51.23,Yamaha,Exciter,2009,20000,Xe số,100 - 175 cc,Đang cập nhật,7.589999999999996
61.6,57.96,68.03,Honda,SH,2018,20000,Tay ga,100 - 175 cc,Việt Nam,10.07
12.0,11.43,13.42,Honda,Wave,2020,20000,Xe số,100 - 175 cc,Nhật Bản,1.9900000000000002
41.6,33.65,39.5,Honda,Air Blade,2022,22800,Tay ga,100 - 175 cc,Nhật Bản,5.850000000000001
7.5,6.93,8.14,Yamaha,Sirius,2015,600000,Xe số,100 - 175 cc,Nhật Bản,1.2100000000000009
7.5,4.19,4.92,SYM,Elizabeth,2012,29000,Tay ga,100 - 175 cc,Đài Loan,0.7299999999999995
85.0,74.21,87.11,Honda,SH,2023,19,Tay ga,100 - 175 cc,Việt Nam,12.900000000000006
7.2,3.92,4.6,Hãng khác,Dòng khác,2006,700000,Xe số,50 - 100 cc,Hàn Quốc,0.6799999999999997
2.5,5.29,6.21,Honda,Dream,trước năm 1980,10876,Xe số,100 - 175 cc,Trung Quốc,0.9199999999999999
42.0,36.06,42.33,Honda,Vario,2023,3749,Xe số,100 - 175 cc,Việt Nam,6.269999999999996
9.5,9.06,10.64,Honda,Air Blade,2012,500000,Tay ga,100 - 175 cc,Việt Nam,1.58
2.6,4.37,5.13,Hãng khác,Dòng khác,2007,250000,Xe số,100 - 175 cc,Hàn Quốc,0.7599999999999998
32.5,29.53,34.66,Honda,Vision,2024,11000,Tay ga,100 - 175 cc,Việt Nam,5.1299999999999955
28.0,23.51,27.6,Honda,Future,2021,26000,Xe số,100 - 175 cc,Việt Nam,4.09
19.399,17.63,20.69,Honda,Winner X,2021,35000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.0600000000000023
29.3,30.2,35.45,Honda,Vario,2019,23000,Tay ga,100 - 175 cc,Việt Nam,5.2500000000000036
7.2,7.55,8.86,Yamaha,Sirius,2014,300000,Xe số,100 - 175 cc,Việt Nam,1.3099999999999996
420.0,189.77,222.77,Hãng khác,Dòng khác,2020,20091,Tay côn/Moto,Trên 175 cc,Nước khác,33.0
40.0,21.96,25.78,Hãng khác,BX 150,2020,13000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,3.8200000000000003
27.0,22.86,26.83,Honda,Lead,2018,75000,Tay ga,100 - 175 cc,Việt Nam,3.969999999999999
12.0,14.53,17.05,Honda,Giorno,2011,1111,Tay ga,Dưới 50 cc,Nhật Bản,2.5200000000000014
5.5,4.44,5.22,Suzuki,Hayate,2013,100000,Tay ga,100 - 175 cc,Nhật Bản,0.7799999999999994
7.5,7.55,8.86,Yamaha,Sirius,2014,20000,Xe số,100 - 175 cc,Việt Nam,1.3099999999999996
7.0,13.66,16.04,Yamaha,Exciter,2012,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.379999999999999
65.0,61.85,72.61,Piaggio,Sprint,2023,8000,Tay ga,100 - 175 cc,Việt Nam,10.759999999999998
4.8,6.0,7.05,Honda,Lead,2009,555555,Tay ga,100 - 175 cc,Việt Nam,1.0499999999999998
6.8,5.29,6.21,Yamaha,Luvias,2010,999,Tay ga,100 - 175 cc,Nhật Bản,0.9199999999999999
90.0,65.67,77.09,Honda,Rebel,2018,50000,Tay côn/Moto,Trên 175 cc,Thái Lan,11.420000000000002
9.0,6.78,7.96,Honda,Wave,2009,90000,Xe số,50 - 100 cc,Nhật Bản,1.1799999999999997
57.0,41.69,48.94,Piaggio,Vespa,2019,12344,Tay ga,Trên 175 cc,Nước khác,7.25
25.0,17.29,20.3,Yamaha,FZ,2016,63660,Tay côn/Moto,100 - 175 cc,Nước khác,3.0100000000000016
5.5e-05,41.61,48.85,Yamaha,Exciter,2010,10,Tay côn/Moto,100 - 175 cc,Đang cập nhật,7.240000000000002
12.0,12.64,14.84,Honda,Air Blade,2010,71463,Tay ga,100 - 175 cc,Nhật Bản,2.1999999999999993
43.0,38.25,44.9,Yamaha,Exciter,2007,999999,Xe số,100 - 175 cc,Nhật Bản,6.649999999999999
42.0,24.85,29.17,Piaggio,Vespa,2016,90000,Tay ga,100 - 175 cc,Việt Nam,4.32
7.0,6.99,8.21,Honda,Wave,2012,100000,Xe số,50 - 100 cc,Hàn Quốc,1.2200000000000006
29.0,4.37,5.13,Hãng khác,Dòng khác,2007,1978,Tay côn/Moto,100 - 175 cc,Nước khác,0.7599999999999998
5.7,5.89,6.92,Yamaha,Mio,2010,5555,Tay ga,100 - 175 cc,Nhật Bản,1.0300000000000002
5.5,5.1,5.99,Yamaha,Mio,2009,32000,Tay ga,100 - 175 cc,Nhật Bản,0.8900000000000006
10.5,43.64,51.23,Yamaha,Exciter,2009,38383,Tay côn/Moto,100 - 175 cc,Thái Lan,7.589999999999996
3.7,6.92,8.13,Yamaha,Mio,2012,3200,Tay ga,100 - 175 cc,Nhật Bản,1.2100000000000009
5.2,6.0,7.05,Honda,Lead,2009,500000,Tay ga,100 - 175 cc,Đang cập nhật,1.0499999999999998
3.5,3.11,3.65,SYM,Attila,2010,18000,Tay ga,100 - 175 cc,Đang cập nhật,0.54
8.5,10.4,12.2,Honda,Wave,2018,35000,Xe số,50 - 100 cc,Nhật Bản,1.799999999999999
38.0,36.06,42.33,Honda,Vario,2023,15000,Tay ga,100 - 175 cc,Việt Nam,6.269999999999996
190.0,102.96,120.86,Honda,CB,2024,20000,Tay côn/Moto,Trên 175 cc,Nhật Bản,17.900000000000006
2.4,4.16,4.89,Yamaha,Nouvo,2011,24000,Tay ga,100 - 175 cc,Nước khác,0.7299999999999995
4.9,5.41,6.35,Yamaha,Mio,2006,70000,Tay ga,100 - 175 cc,Việt Nam,0.9399999999999995
2.9,7.23,8.48,Honda,Dream,2007,99999,Xe số,50 - 100 cc,Nhật Bản,1.25
15.0,13.07,15.34,Yamaha,Janus,2017,10000,Tay ga,100 - 175 cc,Đang cập nhật,2.2699999999999996
15.0,13.84,16.25,Yamaha,Janus,2018,34500,Tay ga,100 - 175 cc,Việt Nam,2.41
15.5,14.31,16.8,Honda,Wave,2022,35785,Xe số,100 - 175 cc,Việt Nam,2.49
5.2,5.78,6.78,Honda,Lead,2008,5,Tay ga,100 - 175 cc,Nhật Bản,1.0
8.2,6.93,8.14,Yamaha,Sirius,2015,100000,Xe số,100 - 175 cc,Đang cập nhật,1.2100000000000009
0.009,6.77,7.94,Honda,Wave,2008,20000,Xe số,50 - 100 cc,Việt Nam,1.1700000000000008
12.5,20.8,24.42,Honda,Vision,2019,0,Tay ga,100 - 175 cc,Việt Nam,3.620000000000001
13.0,4.43,5.2,Hãng khác,Max,1999,310000,Xe số,50 - 100 cc,Nhật Bản,0.7700000000000005
35.0,19.17,22.5,Honda,Click,2013,23000,Tay ga,100 - 175 cc,Thái Lan,3.3299999999999983
18.0,14.95,17.54,Yamaha,Exciter,2016,40000,Xe số,100 - 175 cc,Đang cập nhật,2.59
5.6,7.97,9.36,Honda,Wave,2014,60000,Xe số,50 - 100 cc,Việt Nam,1.3899999999999997
7.2,15.94,18.71,Honda,Cub,2021,20000,Xe số,Dưới 50 cc,Hàn Quốc,2.7700000000000014
15.5,16.22,19.05,Yamaha,FZ,2014,400000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.830000000000002
190.0,163.3,191.7,Yamaha,YAZ,2023,9999,Tay côn/Moto,100 - 175 cc,Nước khác,28.399999999999977
2.0,18.09,21.23,Honda,Wave,2000,250000,Xe số,100 - 175 cc,Trung Quốc,3.1400000000000006
3.2,6.0,7.05,Honda,Lead,2009,45000,Tay ga,100 - 175 cc,Nhật Bản,1.0499999999999998
60.0,30.2,35.45,Honda,Vario,2019,53000,Tay ga,100 - 175 cc,Nước khác,5.2500000000000036
17.0,6.84,8.03,Piaggio,Vespa,2009,10000,Tay ga,100 - 175 cc,Đang cập nhật,1.1899999999999995
4.1,3.11,3.65,SYM,Attila,2010,199999,Tay ga,100 - 175 cc,Nước khác,0.54
13.5,8.71,10.22,Yamaha,Luvias,2015,48000,Tay ga,100 - 175 cc,Việt Nam,1.5099999999999998
3.5,4.18,4.91,Hãng khác,Dòng khác,2004,10000,Xe số,100 - 175 cc,Hàn Quốc,0.7300000000000004
3.99,7.27,8.54,Honda,Cub,2017,11037,Xe số,Dưới 50 cc,Việt Nam,1.2699999999999996
13.0,14.95,17.54,Yamaha,Exciter,2016,99000,Xe số,100 - 175 cc,Việt Nam,2.59
3.5,11.74,13.78,Honda,Wave,2004,80000,Xe số,100 - 175 cc,Trung Quốc,2.039999999999999
17.0,15.39,18.06,Honda,Lead,2015,89000,Tay ga,100 - 175 cc,Đang cập nhật,2.669999999999998
8.5,9.02,10.58,Honda,Chaly,1999,7978,Xe số,Dưới 50 cc,Nhật Bản,1.5600000000000005
29.5,12.64,14.84,Honda,Air Blade,2010,30000,Tay ga,100 - 175 cc,Thái Lan,2.1999999999999993
40.0,40.54,47.59,Honda,Vario,2018,70000,Tay ga,100 - 175 cc,Nước khác,7.050000000000004
5.5,7.24,8.49,Yamaha,Sirius,2013,40000,Xe số,100 - 175 cc,Nhật Bản,1.25
5.3,7.67,9.0,Suzuki,Dòng khác,2015,47812,Xe số,100 - 175 cc,Nhật Bản,1.33
2.5,10.66,12.52,Honda,Dòng khác,2010,30000,Xe số,Dưới 50 cc,Hàn Quốc,1.8599999999999994
17.3,14.31,16.8,Honda,Wave,2022,25000,Xe số,100 - 175 cc,Việt Nam,2.49
10.0,10.4,12.2,Honda,Wave,2018,27280,Xe số,100 - 175 cc,Việt Nam,1.799999999999999
9.5,11.78,13.83,Honda,Future,2012,245365,Xe số,100 - 175 cc,Nhật Bản,2.0500000000000007
4.5,7.62,8.94,Yamaha,Nouvo,2015,10000,Tay ga,100 - 175 cc,Thái Lan,1.3199999999999994
27.0,26.16,30.71,Yamaha,Exciter,2021,24000,Tay côn/Moto,100 - 175 cc,Nhật Bản,4.550000000000001
5.0,7.53,8.84,Honda,Click,2010,1000,Tay ga,100 - 175 cc,Đang cập nhật,1.3099999999999996
7.5,6.42,7.53,Yamaha,Luvias,2012,98,Tay ga,100 - 175 cc,Việt Nam,1.1100000000000003
13.8,22.33,26.21,Honda,Spacy,2001,9999,Tay ga,100 - 175 cc,Nhật Bản,3.8800000000000026
2.3,13.62,15.98,Suzuki,Dòng khác,2003,100000,Tay ga,100 - 175 cc,Nhật Bản,2.360000000000001
12.0,8.56,10.04,SYM,Angela,2018,14000,Xe số,50 - 100 cc,Việt Nam,1.4799999999999986
2.65,3.06,3.59,SYM,Attila,2009,40000,Tay ga,100 - 175 cc,Đài Loan,0.5299999999999998
24.5,20.8,24.42,Honda,Vision,2019,12000,Tay ga,100 - 175 cc,Việt Nam,3.620000000000001
8.0,8.46,9.94,Yamaha,Grande,2010,500000,Xe số,100 - 175 cc,Thái Lan,1.4799999999999986
3.8,6.41,7.52,Yamaha,Mio,2011,17443,Tay ga,100 - 175 cc,Nhật Bản,1.1099999999999994
37.0,24.18,28.39,Piaggio,Liberty,2022,10000,Tay ga,100 - 175 cc,Việt Nam,4.210000000000001
12.5,22.91,26.89,Honda,PS,2006,666666,Xe số,50 - 100 cc,Nhật Bản,3.9800000000000004
26.099,21.77,25.55,Honda,Vision,2020,100,Tay ga,100 - 175 cc,Nhật Bản,3.780000000000001
4.7,10.43,12.24,Honda,Citi,1997,1560,Xe số,50 - 100 cc,Việt Nam,1.8100000000000005
7.0,4.37,5.13,Hãng khác,Dòng khác,2007,21000,Xe số,50 - 100 cc,Trung Quốc,0.7599999999999998
35.0,32.36,37.99,Honda,Air Blade,2021,7000,Tay ga,100 - 175 cc,Việt Nam,5.630000000000003
9.0,6.37,7.48,Yamaha,Sirius,2011,30000,Xe số,100 - 175 cc,Việt Nam,1.1100000000000003
29.5,24.41,28.66,Yamaha,YB125,2017,85000,Tay côn/Moto,100 - 175 cc,Việt Nam,4.25
52.0,38.82,45.57,Honda,SH,2015,20000,Tay ga,100 - 175 cc,Việt Nam,6.75
6.6,20.06,23.54,Suzuki,Dòng khác,2019,15000,Xe số,50 - 100 cc,Nhật Bản,3.4800000000000004
58.5,51.28,60.19,Honda,Vario,2017,10000,Tay ga,50 - 100 cc,Nước khác,8.909999999999997
49.8,46.19,54.22,Yamaha,MT,2021,14000,Tay côn/Moto,Không biết rõ,Nước khác,8.030000000000001
46.5,38.91,45.67,Honda,SH Mode,2019,24000,Tay ga,100 - 175 cc,Việt Nam,6.760000000000005
10.25,6.09,7.15,Yamaha,Luvias,2011,45000,Tay ga,100 - 175 cc,Việt Nam,1.0600000000000005
23.0,6.77,7.94,Honda,Wave,2008,30,Xe số,100 - 175 cc,Việt Nam,1.1700000000000008
25.0,17.23,20.23,Yamaha,Janus,2022,9954,Tay ga,100 - 175 cc,Đang cập nhật,3.0
49.0,49.59,58.22,Honda,SH Mode,2022,18816,Tay ga,Không biết rõ,Việt Nam,8.629999999999995
20.0,17.63,20.69,Honda,Winner X,2021,35000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.0600000000000023
17.5,9.07,10.65,Honda,PS,2007,35000,Tay ga,100 - 175 cc,Nước khác,1.58
36.5,30.2,35.45,Honda,Vario,2019,32000,Tay ga,100 - 175 cc,Nước khác,5.2500000000000036
15.0,14.31,16.8,Honda,Wave,2022,18000,Xe số,100 - 175 cc,Việt Nam,2.49
6.5,5.52,6.48,Yamaha,Mio,2002,20000,Tay ga,50 - 100 cc,Việt Nam,0.9600000000000009
33.5,32.36,37.99,Honda,Air Blade,2021,15000,Tay ga,100 - 175 cc,Thái Lan,5.630000000000003
3.7,3.28,3.85,SYM,Elizabeth,2009,12345,Tay ga,100 - 175 cc,Đài Loan,0.5700000000000003
22.0,26.16,30.71,Yamaha,Exciter,2021,25538,Tay côn/Moto,100 - 175 cc,Việt Nam,4.550000000000001
19.85,14.49,17.01,Honda,Winner,2018,13000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
9.0,11.48,13.48,SYM,Wolf,2011,46000,Tay côn/Moto,100 - 175 cc,Đài Loan,2.0
122.0,14.26,16.74,Honda,Dòng khác,2025,33000,Tay ga,Trên 175 cc,Nhật Bản,2.4799999999999986
11.3,12.23,14.36,Honda,Wave,1998,597900,Xe số,100 - 175 cc,Thái Lan,2.129999999999999
27.0,8.72,10.23,Honda,67,1991,30000,Tay côn/Moto,Dưới 50 cc,Nhật Bản,1.5099999999999998
17.0,23.44,27.52,Honda,Winner X,2022,35000,Tay côn/Moto,100 - 175 cc,Việt Nam,4.079999999999998
116.0,74.21,87.11,Honda,SH,2023,9000,Tay ga,Trên 175 cc,Đang cập nhật,12.900000000000006
28.5,24.11,28.3,Honda,Lead,2019,12000,Tay ga,100 - 175 cc,Việt Nam,4.190000000000001
20.0,15.94,18.72,Yamaha,Exciter,2011,2000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.7799999999999994
48.0,33.65,39.5,Honda,Air Blade,2022,10000,Tay ga,100 - 175 cc,Đang cập nhật,5.850000000000001
140.0,77.17,90.59,Honda,SH,2025,2000,Tay ga,Trên 175 cc,Đang cập nhật,13.420000000000002
40.0,32.58,38.25,Honda,Vario,2022,28000,Tay ga,100 - 175 cc,Nhật Bản,5.670000000000002
7.0,10.95,12.85,Hãng khác,People 16 Fi,2013,100000,Tay ga,100 - 175 cc,Đang cập nhật,1.9000000000000004
10.5,8.8,10.33,Yamaha,Nozza,2014,55000,Tay ga,100 - 175 cc,Việt Nam,1.5299999999999994
18.5,16.83,19.75,Honda,Vision,2016,22000,Tay ga,100 - 175 cc,Việt Nam,2.9200000000000017
99.999999,5.72,6.72,Piaggio,Vespa,2008,12345,Tay ga,100 - 175 cc,Nước khác,1.0
17.9,13.65,16.03,Honda,Wave,2021,28000,Xe số,100 - 175 cc,Việt Nam,2.380000000000001
50.0,52.52,61.65,Honda,SH Mode,2023,15000,Tay ga,100 - 175 cc,Việt Nam,9.129999999999995
7.8,6.84,8.03,Piaggio,Liberty,2012,23000,Tay ga,100 - 175 cc,Việt Nam,1.1899999999999995
48.0,46.52,54.61,Honda,CBR,2024,750,Tay côn/Moto,100 - 175 cc,Việt Nam,8.089999999999996
4.5,3.23,3.79,SYM,Joyride,2009,50000,Tay ga,100 - 175 cc,Đài Loan,0.56
51.0,46.92,55.08,Hãng khác,Duke 390,2017,33000,Tay côn/Moto,Trên 175 cc,Nước khác,8.159999999999997
5.0,4.6,5.4,Honda,Dòng khác,1985,10000,Tay ga,Dưới 50 cc,Nhật Bản,0.8000000000000007
14.0,6.5,7.63,Yamaha,Nouvo,2017,30000,Tay ga,100 - 175 cc,Việt Nam,1.13
85.0,109.65,128.72,Honda,SH,2012,3000,Tay ga,100 - 175 cc,Nước khác,19.069999999999993
3.6,2.46,2.89,Yamaha,Nouvo,2005,1,Tay ga,100 - 175 cc,Đang cập nhật,0.43000000000000016
37.0,30.59,35.91,Honda,Future,2025,400,Xe số,100 - 175 cc,Việt Nam,5.319999999999997
45.0,36.2,42.5,Yamaha,Nvx,2022,50000,Tay ga,100 - 175 cc,Việt Nam,6.299999999999997
31.5,33.69,39.55,Honda,SH,2007,44444,Tay ga,100 - 175 cc,Đang cập nhật,5.859999999999999
23.0,22.99,26.98,Honda,Sonic,2020,88932,Tay côn/Moto,100 - 175 cc,Việt Nam,3.990000000000002
28.0,19.29,22.64,Suzuki,Satria,2018,22000,Tay côn/Moto,100 - 175 cc,Nước khác,3.3500000000000014
9.5,7.58,8.9,Honda,@,2005,10000,Tay ga,100 - 175 cc,Đang cập nhật,1.3200000000000003
